"RegularSeason","Season","Date","HomeTeam","HomeTeamScore","AwayTeam","AwayTeamScore","HomeTeamWin","AwayTeamWin","NeutralTeamWin"
1,"1958","1957","STL",115,"DET",110,1,0,0
1,"1958","1957","BOS",131,"MNL",107,1,0,0
1,"1958","1957","PHW",105,"MNL",98,0,0,1
1,"1958","1957","NYK",110,"STL",120,0,1,0
1,"1958","1957","DET",109,"MNL",91,0,0,1
1,"1958","1957","DET",110,"STL",121,0,1,0
1,"1958","1957","BOS",120,"NYK",107,1,0,0
1,"1958","1957","CIN",107,"MNL",106,0,0,1
1,"1958","1957","SYR",92,"PHW",87,1,0,0
1,"1958","1957","PHW",102,"SYR",98,1,0,0
1,"1958","1957","STL",112,"CIN",96,1,0,0
1,"1958","1957","NYK",97,"BOS",80,0,0,1
1,"1958","1957","CIN",99,"DET",96,1,0,0
1,"1958","1957","MNL",118,"STL",113,1,0,0
1,"1958","1957","BOS",118,"SYR",112,1,0,0
1,"1958","1957","DET",100,"CIN",96,1,0,0
1,"1958","1957","PHW",111,"NYK",83,1,0,0
1,"1958","1957","SYR",118,"BOS",109,1,0,0
1,"1958","1957","NYK",109,"DET",102,1,0,0
1,"1958","1957","CIN",90,"MNL",89,1,0,0
1,"1958","1957","DET",113,"BOS",124,0,1,0
1,"1958","1957","STL",115,"MNL",108,0,0,1
1,"1958","1957","NYK",110,"CIN",104,1,0,0
1,"1958","1957","SYR",119,"PHW",96,1,0,0
1,"1958","1957","MNL",98,"BOS",108,0,1,0
1,"1958","1957","PHW",124,"STL",109,1,0,0
1,"1958","1957","CIN",109,"DET",99,0,0,1
1,"1958","1957","BOS",111,"STL",97,1,0,0
1,"1958","1957","CIN",97,"NYK",112,0,1,0
1,"1958","1957","SYR",118,"DET",91,1,0,0
1,"1958","1957","MNL",121,"SYR",113,1,0,0
1,"1958","1957","PHW",106,"BOS",112,0,1,0
1,"1958","1957","DET",109,"CIN",105,1,0,0
1,"1958","1957","STL",110,"NYK",113,0,1,0
1,"1958","1957","CIN",99,"PHW",88,1,0,0
1,"1958","1957","SYR",114,"MNL",104,0,0,1
1,"1958","1957","NYK",106,"BOS",103,1,0,0
1,"1958","1957","DET",97,"PHW",100,0,1,0
1,"1958","1957","STL",102,"CIN",90,0,0,1
1,"1958","1957","STL",135,"NYK",126,0,0,1
1,"1958","1957","BOS",116,"CIN",104,1,0,0
1,"1958","1957","MNL",110,"SYR",95,1,0,0
1,"1958","1957","PHW",96,"DET",101,0,1,0
1,"1958","1957","STL",97,"BOS",94,0,0,1
1,"1958","1957","STL",136,"NYK",124,1,0,0
1,"1958","1957","SYR",104,"CIN",100,1,0,0
1,"1958","1957","BOS",112,"PHW",94,1,0,0
1,"1958","1957","MNL",118,"STL",138,0,1,0
1,"1958","1957","DET",109,"NYK",116,0,1,0
1,"1958","1957","SYR",109,"CIN",83,1,0,0
1,"1958","1957","NYK",123,"SYR",117,1,0,0
1,"1958","1957","STL",106,"DET",99,0,0,1
1,"1958","1957","MNL",108,"PHW",102,1,0,0
1,"1958","1957","CIN",113,"SYR",122,0,1,0
1,"1958","1957","STL",146,"SYR",136,0,0,1
1,"1958","1957","BOS",140,"MNL",119,1,0,0
1,"1958","1957","DET",112,"CIN",101,1,0,0
1,"1958","1957","STL",123,"MNL",115,1,0,0
1,"1958","1957","NYK",126,"PHW",100,1,0,0
1,"1958","1957","CIN",98,"BOS",116,0,1,0
1,"1958","1957","SYR",119,"DET",93,1,0,0
1,"1958","1957","SYR",134,"NYK",130,1,0,0
1,"1958","1957","PHW",115,"BOS",105,1,0,0
1,"1958","1957","DET",104,"MNL",106,0,1,0
1,"1958","1957","BOS",120,"NYK",110,1,0,0
1,"1958","1957","STL",106,"DET",110,0,1,0
1,"1958","1957","SYR",104,"CIN",100,0,0,1
1,"1958","1957","NYK",125,"DET",120,1,0,0
1,"1958","1957","PHW",110,"BOS",106,0,0,1
1,"1958","1957","CIN",96,"STL",97,0,1,0
1,"1958","1957","PHW",122,"NYK",115,1,0,0
1,"1958","1957","DET",117,"SYR",111,1,0,0
1,"1958","1957","STL",112,"BOS",107,1,0,0
1,"1958","1957","MNL",101,"CIN",112,0,1,0
1,"1958","1957","CIN",103,"MNL",111,0,1,0
1,"1958","1957","SYR",105,"PHW",97,1,0,0
1,"1958","1957","STL",105,"MNL",98,0,0,1
1,"1958","1957","NYK",142,"MNL",116,1,0,0
1,"1958","1957","CIN",130,"DET",96,1,0,0
1,"1958","1958","SYR",120,"MNL",109,1,0,0
1,"1958","1958","NYK",131,"SYR",98,0,0,1
1,"1958","1958","PHW",95,"STL",93,1,0,0
1,"1958","1958","CIN",106,"PHW",94,1,0,0
1,"1958","1958","SYR",115,"BOS",106,1,0,0
1,"1958","1958","DET",81,"PHW",78,1,0,0
1,"1958","1958","NYK",100,"CIN",101,0,1,0
1,"1958","1958","BOS",113,"MNL",100,0,0,1
1,"1958","1958","PHW",96,"SYR",111,0,1,0
1,"1958","1958","STL",95,"DET",93,1,0,0
1,"1958","1958","NYK",112,"STL",114,0,1,0
1,"1958","1958","CIN",114,"DET",99,0,0,1
1,"1958","1958","DET",109,"SYR",107,1,0,0
1,"1958","1958","NYK",123,"CIN",105,0,0,1
1,"1958","1958","MNL",87,"BOS",107,0,1,0
1,"1958","1958","NYK",136,"BOS",123,1,0,0
1,"1958","1958","SYR",127,"MNL",122,1,0,0
1,"1958","1958","MNL",124,"DET",114,0,0,1
1,"1958","1958","CIN",107,"NYK",104,1,0,0
1,"1958","1958","PHW",124,"STL",93,1,0,0
1,"1958","1958","DET",129,"MNL",102,1,0,0
1,"1958","1958","CIN",105,"SYR",100,1,0,0
1,"1958","1958","STL",102,"BOS",98,1,0,0
1,"1958","1958","NYK",110,"PHW",115,0,1,0
1,"1958","1958","SYR",135,"DET",109,1,0,0
1,"1958","1958","STL",111,"MNL",105,1,0,0
1,"1958","1958","CIN",115,"BOS",97,1,0,0
1,"1958","1958","CIN",117,"NYK",111,0,0,1
1,"1958","1958","STL",109,"PHW",110,0,1,0
1,"1958","1958","BOS",131,"DET",113,1,0,0
1,"1958","1958","PHW",108,"DET",113,0,1,0
1,"1958","1958","CIN",124,"MNL",108,1,0,0
1,"1958","1958","SYR",112,"STL",96,1,0,0
1,"1958","1958","PHW",117,"NYK",116,0,0,1
1,"1958","1958","MNL",112,"STL",110,0,0,1
1,"1958","1958","BOS",120,"SYR",99,1,0,0
1,"1958","1958","DET",115,"CIN",94,1,0,0
1,"1958","1958","NYK",123,"SYR",120,1,0,0
1,"1958","1958","PHW",116,"BOS",104,1,0,0
1,"1958","1958","STL",105,"DET",103,1,0,0
1,"1958","1958","BOS",114,"PHW",113,1,0,0
1,"1958","1958","MNL",118,"DET",111,1,0,0
1,"1958","1958","SYR",112,"NYK",108,1,0,0
1,"1958","1958","STL",108,"CIN",90,1,0,0
1,"1958","1958","SYR",109,"CIN",115,0,1,0
1,"1958","1958","DET",92,"NYK",115,0,1,0
1,"1958","1958","MNL",87,"BOS",97,0,1,0
1,"1958","1958","MNL",128,"DET",125,1,0,0
1,"1958","1958","SYR",101,"PHW",88,0,0,1
1,"1958","1958","BOS",125,"NYK",104,1,0,0
1,"1958","1958","CIN",92,"PHW",102,0,1,0
1,"1958","1958","NYK",128,"MNL",116,1,0,0
1,"1958","1958","SYR",112,"BOS",100,1,0,0
1,"1958","1958","DET",105,"STL",98,1,0,0
1,"1958","1958","STL",112,"PHW",125,0,1,0
1,"1958","1958","MNL",106,"NYK",109,0,1,0
1,"1958","1958","CIN",107,"DET",103,1,0,0
1,"1958","1958","BOS",118,"SYR",95,1,0,0
1,"1958","1958","NYK",113,"MNL",102,0,0,1
1,"1958","1958","DET",115,"PHW",93,1,0,0
1,"1958","1958","STL",123,"PHW",109,0,0,1
1,"1958","1958","NYK",102,"SYR",110,0,1,0
1,"1958","1958","BOS",111,"STL",101,1,0,0
1,"1958","1958","MNL",105,"CIN",104,1,0,0
1,"1958","1958","PHW",116,"BOS",96,1,0,0
1,"1958","1958","DET",87,"SYR",83,0,0,1
1,"1958","1958","DET",119,"NYK",105,0,0,1
1,"1958","1958","BOS",101,"PHW",110,0,1,0
1,"1958","1958","CIN",100,"STL",92,1,0,0
1,"1958","1958","NYK",114,"BOS",121,0,1,0
1,"1958","1958","MNL",91,"SYR",97,0,1,0
1,"1958","1958","STL",127,"CIN",88,1,0,0
1,"1958","1958","PHW",106,"DET",86,0,0,1
1,"1958","1958","PHW",131,"NYK",120,1,0,0
1,"1958","1958","BOS",119,"DET",115,1,0,0
1,"1958","1958","STL",100,"SYR",102,0,1,0
1,"1958","1958","MNL",106,"CIN",95,1,0,0
1,"1958","1958","NYK",120,"STL",116,1,0,0
1,"1958","1958","DET",118,"SYR",113,1,0,0
1,"1958","1958","PHW",107,"MNL",103,0,0,1
1,"1958","1958","BOS",107,"CIN",87,0,0,1
1,"1958","1958","MNL",102,"PHW",112,0,1,0
1,"1958","1958","BOS",116,"CIN",89,1,0,0
1,"1958","1958","DET",125,"STL",107,0,0,1
1,"1958","1958","SYR",105,"NYK",102,0,0,1
1,"1958","1958","PHW",100,"CIN",103,0,1,0
1,"1958","1958","BOS",114,"MNL",88,1,0,0
1,"1958","1958","SYR",102,"STL",103,0,1,0
1,"1958","1958","NYK",94,"MNL",93,1,0,0
1,"1958","1958","BOS",109,"CIN",91,0,0,1
1,"1958","1958","CIN",121,"MNL",104,1,0,0
1,"1958","1958","DET",98,"NYK",100,0,1,0
1,"1958","1958","PHW",105,"STL",98,1,0,0
1,"1958","1958","SYR",123,"BOS",98,1,0,0
1,"1958","1958","STL",107,"NYK",105,1,0,0
1,"1958","1958","CIN",106,"MNL",103,0,0,1
1,"1958","1958","PHW",115,"DET",98,1,0,0
1,"1958","1958","SYR",84,"BOS",76,0,0,1
1,"1958","1958","DET",105,"STL",122,0,1,0
1,"1958","1958","BOS",119,"SYR",101,1,0,0
1,"1958","1958","MNL",97,"NYK",106,0,1,0
1,"1958","1958","SYR",108,"PHW",98,1,0,0
1,"1958","1958","BOS",109,"DET",111,0,1,0
1,"1958","1958","MNL",100,"STL",104,0,1,0
1,"1958","1958","CIN",92,"NYK",103,0,1,0
1,"1958","1958","DET",110,"MNL",111,0,1,0
1,"1958","1958","NYK",99,"CIN",97,1,0,0
1,"1958","1958","PHW",96,"BOS",110,0,1,0
1,"1958","1958","SYR",113,"CIN",105,1,0,0
1,"1958","1958","MNL",106,"PHW",99,1,0,0
1,"1958","1958","STL",98,"DET",100,0,1,0
1,"1958","1958","NYK",111,"BOS",113,0,1,0
1,"1958","1958","STL",118,"MNL",98,1,0,0
1,"1958","1958","DET",120,"SYR",98,1,0,0
1,"1958","1958","MNL",115,"DET",117,0,1,0
1,"1958","1958","SYR",116,"NYK",110,1,0,0
1,"1958","1958","PHW",123,"BOS",103,0,0,1
1,"1958","1958","PHW",110,"SYR",97,0,0,1
1,"1958","1958","BOS",94,"CIN",92,1,0,0
1,"1958","1958","PHW",117,"NYK",111,0,0,1
1,"1958","1958","CIN",107,"DET",109,0,1,0
1,"1958","1958","STL",119,"BOS",100,1,0,0
1,"1958","1958","NYK",115,"SYR",112,1,0,0
1,"1958","1958","DET",98,"STL",96,1,0,0
1,"1958","1958","MNL",100,"CIN",81,1,0,0
1,"1958","1958","BOS",99,"PHW",97,0,0,1
1,"1958","1958","CIN",111,"MNL",93,1,0,0
1,"1958","1958","SYR",101,"STL",92,1,0,0
1,"1958","1958","PHW",110,"MNL",95,1,0,0
1,"1958","1958","DET",114,"STL",113,0,0,1
1,"1958","1958","NYK",110,"PHW",132,0,1,0
1,"1958","1958","STL",105,"CIN",103,0,0,1
1,"1958","1958","DET",99,"BOS",106,0,1,0
1,"1958","1958","NYK",112,"PHW",96,1,0,0
1,"1958","1958","SYR",119,"MNL",90,1,0,0
1,"1958","1958","DET",112,"MNL",109,0,0,1
1,"1958","1958","PHW",97,"SYR",91,1,0,0
1,"1958","1958","NYK",101,"DET",103,0,1,0
1,"1958","1958","PHW",88,"CIN",101,0,1,0
1,"1958","1958","SYR",100,"BOS",107,0,1,0
1,"1958","1958","STL",103,"CIN",93,1,0,0
1,"1958","1958","MNL",102,"PHW",92,1,0,0
1,"1958","1958","NYK",104,"BOS",99,1,0,0
1,"1958","1958","PHW",97,"CIN",91,0,0,1
1,"1958","1958","BOS",109,"STL",102,1,0,0
1,"1958","1958","SYR",102,"NYK",91,1,0,0
1,"1958","1958","MNL",116,"DET",132,0,1,0
1,"1958","1958","PHW",108,"CIN",110,0,1,0
1,"1958","1958","STL",102,"SYR",100,1,0,0
1,"1958","1958","STL",126,"MNL",123,1,0,0
1,"1958","1958","BOS",108,"DET",103,1,0,0
1,"1958","1958","BOS",107,"CIN",121,0,1,0
1,"1958","1958","MNL",107,"STL",99,1,0,0
1,"1958","1958","SYR",111,"DET",90,1,0,0
1,"1958","1958","NYK",123,"PHW",81,1,0,0
1,"1958","1958","CIN",122,"STL",84,1,0,0
1,"1958","1958","BOS",126,"NYK",119,1,0,0
1,"1958","1958","STL",101,"PHW",106,0,1,0
1,"1958","1958","BOS",125,"NYK",127,0,1,0
1,"1958","1958","SYR",110,"PHW",99,1,0,0
1,"1958","1958","MNL",89,"CIN",96,0,1,0
0,"1958","1958","SYR",86,"PHW",82,1,0,0
0,"1958","1958","DET",100,"CIN",93,1,0,0
0,"1958","1958","PHW",95,"SYR",93,1,0,0
0,"1958","1958","CIN",104,"DET",124,0,1,0
0,"1958","1958","SYR",88,"PHW",101,0,1,0
0,"1958","1958","BOS",107,"PHW",98,1,0,0
0,"1958","1958","STL",114,"DET",111,1,0,0
0,"1958","1958","PHW",87,"BOS",109,0,1,0
0,"1958","1958","DET",96,"STL",99,0,1,0
0,"1958","1958","BOS",106,"PHW",92,1,0,0
0,"1958","1958","STL",89,"DET",109,0,1,0
0,"1958","1958","DET",101,"STL",145,0,1,0
0,"1958","1958","PHW",111,"BOS",97,1,0,0
0,"1958","1958","BOS",93,"PHW",88,1,0,0
0,"1958","1958","STL",120,"DET",96,1,0,0
0,"1958","1958","BOS",102,"STL",104,0,1,0
0,"1958","1958","BOS",136,"STL",112,1,0,0
0,"1958","1958","STL",111,"BOS",108,1,0,0
0,"1958","1958","STL",98,"BOS",109,0,1,0
0,"1958","1958","BOS",100,"STL",102,0,1,0
0,"1958","1958","STL",110,"BOS",109,1,0,0
1,"1959","1958","SYR",103,"DET",94,1,0,0
1,"1959","1958","MNL",99,"CIN",79,1,0,0
1,"1959","1958","STL",104,"DET",103,1,0,0
1,"1959","1958","NYK",127,"BOS",125,1,0,0
1,"1959","1958","DET",117,"STL",112,1,0,0
1,"1959","1958","SYR",109,"PHW",110,0,1,0
1,"1959","1958","CIN",110,"MNL",94,1,0,0
1,"1959","1958","MNL",108,"DET",100,1,0,0
1,"1959","1958","PHW",94,"NYK",100,0,1,0
1,"1959","1958","MNL",100,"STL",112,0,1,0
1,"1959","1958","DET",120,"CIN",113,1,0,0
1,"1959","1958","SYR",130,"CIN",108,1,0,0
1,"1959","1958","STL",101,"MNL",108,0,1,0
1,"1959","1958","BOS",112,"DET",98,1,0,0
1,"1959","1958","NYK",92,"PHW",111,0,1,0
1,"1959","1958","PHW",91,"DET",107,0,1,0
1,"1959","1958","CIN",90,"STL",97,0,1,0
1,"1959","1958","SYR",115,"BOS",117,0,1,0
1,"1959","1958","CIN",97,"NYK",108,0,1,0
1,"1959","1958","MNL",103,"PHW",101,1,0,0
1,"1959","1958","DET",101,"NYK",115,0,1,0
1,"1959","1958","MNL",100,"NYK",108,0,1,0
1,"1959","1958","PHW",98,"SYR",103,0,1,0
1,"1959","1958","STL",87,"BOS",84,1,0,0
1,"1959","1958","DET",136,"BOS",133,1,0,0
1,"1959","1958","SYR",101,"MNL",97,1,0,0
1,"1959","1958","CIN",92,"PHW",106,0,1,0
1,"1959","1958","BOS",116,"MNL",113,1,0,0
1,"1959","1958","CIN",115,"SYR",116,0,1,0
1,"1959","1958","DET",119,"MNL",110,0,0,1
1,"1959","1958","NYK",119,"STL",102,1,0,0
1,"1959","1958","DET",109,"SYR",111,0,1,0
1,"1959","1958","STL",110,"PHW",100,1,0,0
1,"1959","1958","BOS",130,"CIN",105,1,0,0
1,"1959","1958","PHW",106,"MNL",101,1,0,0
1,"1959","1958","SYR",92,"NYK",96,0,1,0
1,"1959","1958","STL",102,"DET",91,1,0,0
1,"1959","1958","NYK",98,"MNL",90,1,0,0
1,"1959","1958","BOS",115,"DET",102,0,0,1
1,"1959","1958","STL",94,"SYR",120,0,1,0
1,"1959","1958","CIN",119,"BOS",103,1,0,0
1,"1959","1958","MNL",121,"SYR",102,1,0,0
1,"1959","1958","NYK",112,"BOS",106,0,0,1
1,"1959","1958","PHW",108,"CIN",90,1,0,0
1,"1959","1958","STL",114,"MNL",109,1,0,0
1,"1959","1958","BOS",105,"PHW",100,1,0,0
1,"1959","1958","NYK",114,"SYR",99,1,0,0
1,"1959","1958","DET",103,"CIN",86,1,0,0
1,"1959","1958","MNL",109,"DET",124,0,1,0
1,"1959","1958","PHW",110,"SYR",107,1,0,0
1,"1959","1958","CIN",89,"STL",100,0,1,0
1,"1959","1958","BOS",123,"MNL",104,0,0,1
1,"1959","1958","NYK",113,"CIN",115,0,1,0
1,"1959","1958","PHW",106,"STL",105,0,0,1
1,"1959","1958","DET",90,"MNL",98,0,1,0
1,"1959","1958","BOS",121,"NYK",109,1,0,0
1,"1959","1958","SYR",107,"STL",112,0,1,0
1,"1959","1958","CIN",95,"DET",112,0,1,0
1,"1959","1958","STL",107,"SYR",98,1,0,0
1,"1959","1958","PHW",94,"BOS",107,0,1,0
1,"1959","1958","DET",101,"SYR",93,1,0,0
1,"1959","1958","MNL",114,"CIN",93,1,0,0
1,"1959","1958","SYR",105,"MNL",108,0,1,0
1,"1959","1958","NYK",115,"PHW",103,1,0,0
1,"1959","1958","BOS",110,"DET",96,1,0,0
1,"1959","1958","STL",98,"CIN",86,1,0,0
1,"1959","1958","PHW",103,"NYK",100,1,0,0
1,"1959","1958","CIN",77,"MNL",84,0,1,0
1,"1959","1958","DET",95,"PHW",91,1,0,0
1,"1959","1958","NYK",90,"BOS",109,0,1,0
1,"1959","1958","STL",105,"CIN",81,0,0,1
1,"1959","1958","BOS",110,"STL",119,0,1,0
1,"1959","1958","CIN",110,"NYK",108,1,0,0
1,"1959","1958","BOS",116,"SYR",114,0,0,1
1,"1959","1958","PHW",92,"STL",107,0,1,0
1,"1959","1958","DET",108,"NYK",110,0,1,0
1,"1959","1958","CIN",132,"MNL",128,0,0,1
1,"1959","1958","STL",107,"PHW",97,1,0,0
1,"1959","1958","NYK",92,"DET",99,0,1,0
1,"1959","1958","BOS",92,"SYR",101,0,1,0
1,"1959","1958","SYR",108,"BOS",104,1,0,0
1,"1959","1958","CIN",90,"PHW",103,0,1,0
1,"1959","1958","NYK",110,"MNL",97,1,0,0
1,"1959","1958","SYR",106,"PHW",90,1,0,0
1,"1959","1958","BOS",100,"PHW",97,1,0,0
1,"1959","1958","CIN",94,"SYR",97,0,1,0
1,"1959","1958","DET",89,"STL",82,0,0,1
1,"1959","1958","PHW",114,"BOS",123,0,1,0
1,"1959","1958","DET",107,"STL",101,0,0,1
1,"1959","1958","MNL",99,"SYR",101,0,1,0
1,"1959","1958","BOS",125,"CIN",115,1,0,0
1,"1959","1958","NYK",106,"STL",104,1,0,0
1,"1959","1958","DET",97,"PHW",95,1,0,0
1,"1959","1958","SYR",115,"PHW",100,1,0,0
1,"1959","1958","STL",108,"NYK",94,1,0,0
1,"1959","1958","MNL",99,"NYK",100,0,1,0
1,"1959","1958","DET",95,"SYR",101,0,1,0
1,"1959","1958","NYK",118,"CIN",106,1,0,0
1,"1959","1958","SYR",104,"BOS",108,0,1,0
1,"1959","1958","STL",136,"NYK",122,0,0,1
1,"1959","1958","DET",95,"BOS",102,0,1,0
1,"1959","1958","MNL",113,"DET",104,1,0,0
1,"1959","1958","CIN",90,"BOS",104,0,1,0
1,"1959","1958","SYR",120,"CIN",121,0,1,0
1,"1959","1958","BOS",135,"NYK",106,1,0,0
1,"1959","1958","DET",104,"STL",111,0,1,0
1,"1959","1958","MNL",99,"PHW",88,1,0,0
1,"1959","1958","NYK",108,"SYR",94,1,0,0
1,"1959","1958","STL",98,"PHW",86,1,0,0
1,"1959","1958","NYK",120,"BOS",129,0,1,0
1,"1959","1958","DET",98,"MNL",97,0,0,1
1,"1959","1958","CIN",92,"STL",100,0,1,0
1,"1959","1958","BOS",107,"MNL",99,0,0,1
1,"1959","1958","PHW",106,"NYK",93,1,0,0
1,"1959","1958","DET",131,"CIN",91,1,0,0
1,"1959","1958","PHW",114,"STL",108,1,0,0
1,"1959","1958","SYR",102,"NYK",106,0,1,0
1,"1959","1958","MNL",94,"BOS",112,0,1,0
1,"1959","1958","CIN",120,"MNL",116,1,0,0
1,"1959","1958","STL",124,"CIN",112,1,0,0
1,"1959","1958","BOS",107,"SYR",105,1,0,0
1,"1959","1958","PHW",95,"MNL",93,0,0,1
1,"1959","1958","MNL",118,"SYR",113,0,0,1
1,"1959","1958","PHW",112,"BOS",105,1,0,0
1,"1959","1958","CIN",104,"STL",119,0,1,0
1,"1959","1958","NYK",93,"DET",90,1,0,0
1,"1959","1959","SYR",105,"MNL",106,0,1,0
1,"1959","1959","PHW",107,"SYR",117,0,1,0
1,"1959","1959","CIN",111,"DET",104,0,0,1
1,"1959","1959","MNL",107,"NYK",97,1,0,0
1,"1959","1959","STL",116,"BOS",110,1,0,0
1,"1959","1959","DET",102,"NYK",106,0,1,0
1,"1959","1959","STL",114,"NYK",122,0,1,0
1,"1959","1959","CIN",108,"BOS",111,0,1,0
1,"1959","1959","PHW",95,"MNL",111,0,1,0
1,"1959","1959","SYR",118,"DET",94,1,0,0
1,"1959","1959","BOS",118,"MNL",106,1,0,0
1,"1959","1959","NYK",118,"SYR",108,1,0,0
1,"1959","1959","PHW",105,"DET",107,0,1,0
1,"1959","1959","BOS",109,"CIN",95,0,0,1
1,"1959","1959","STL",112,"MNL",95,0,0,1
1,"1959","1959","SYR",111,"PHW",99,1,0,0
1,"1959","1959","STL",89,"MNL",78,0,0,1
1,"1959","1959","NYK",78,"BOS",109,0,1,0
1,"1959","1959","CIN",138,"SYR",145,0,1,0
1,"1959","1959","MNL",95,"STL",93,0,0,1
1,"1959","1959","STL",112,"CIN",101,0,0,1
1,"1959","1959","DET",90,"BOS",103,0,1,0
1,"1959","1959","PHW",103,"NYK",97,1,0,0
1,"1959","1959","CIN",69,"DET",101,0,1,0
1,"1959","1959","SYR",127,"CIN",110,1,0,0
1,"1959","1959","BOS",109,"MNL",106,0,0,1
1,"1959","1959","NYK",111,"PHW",105,1,0,0
1,"1959","1959","STL",111,"DET",100,1,0,0
1,"1959","1959","BOS",117,"MNL",108,0,0,1
1,"1959","1959","STL",110,"MNL",95,1,0,0
1,"1959","1959","DET",112,"CIN",92,0,0,1
1,"1959","1959","BOS",123,"NYK",112,1,0,0
1,"1959","1959","DET",108,"STL",114,0,1,0
1,"1959","1959","SYR",119,"PHW",104,0,0,1
1,"1959","1959","SYR",111,"MNL",105,1,0,0
1,"1959","1959","NYK",91,"PHW",95,0,1,0
1,"1959","1959","PHW",105,"BOS",98,1,0,0
1,"1959","1959","CIN",95,"MNL",91,0,0,1
1,"1959","1959","STL",102,"SYR",89,1,0,0
1,"1959","1959","NYK",117,"CIN",105,1,0,0
1,"1959","1959","DET",104,"PHW",106,0,1,0
1,"1959","1959","SYR",118,"NYK",120,0,1,0
1,"1959","1959","BOS",139,"STL",117,1,0,0
1,"1959","1959","MNL",119,"PHW",98,1,0,0
1,"1959","1959","CIN",107,"DET",88,1,0,0
1,"1959","1959","STL",119,"BOS",114,1,0,0
1,"1959","1959","CIN",114,"NYK",108,0,0,1
1,"1959","1959","SYR",134,"BOS",112,1,0,0
1,"1959","1959","CIN",109,"NYK",130,0,1,0
1,"1959","1959","PHW",112,"DET",105,1,0,0
1,"1959","1959","NYK",122,"DET",118,1,0,0
1,"1959","1959","BOS",132,"PHW",104,1,0,0
1,"1959","1959","SYR",123,"CIN",102,1,0,0
1,"1959","1959","BOS",119,"DET",118,1,0,0
1,"1959","1959","STL",115,"NYK",111,1,0,0
1,"1959","1959","PHW",125,"MNL",111,1,0,0
1,"1959","1959","CIN",109,"SYR",104,1,0,0
1,"1959","1959","PHW",102,"DET",98,1,0,0
1,"1959","1959","NYK",111,"STL",112,0,1,0
1,"1959","1959","DET",107,"SYR",121,0,1,0
1,"1959","1959","CIN",100,"PHW",92,0,0,1
1,"1959","1959","BOS",120,"STL",111,1,0,0
1,"1959","1959","MNL",112,"SYR",109,1,0,0
1,"1959","1959","PHW",99,"CIN",84,1,0,0
1,"1959","1959","SYR",117,"MNL",91,0,0,1
1,"1959","1959","STL",118,"CIN",87,1,0,0
1,"1959","1959","MNL",88,"DET",86,0,0,1
1,"1959","1959","NYK",119,"SYR",117,0,0,1
1,"1959","1959","BOS",137,"PHW",102,1,0,0
1,"1959","1959","STL",120,"MNL",96,0,0,1
1,"1959","1959","DET",103,"CIN",88,1,0,0
1,"1959","1959","BOS",139,"SYR",137,1,0,0
1,"1959","1959","NYK",105,"PHW",113,0,1,0
1,"1959","1959","STL",130,"DET",96,1,0,0
1,"1959","1959","NYK",115,"SYR",114,1,0,0
1,"1959","1959","CIN",120,"PHW",103,1,0,0
1,"1959","1959","BOS",104,"STL",97,0,0,1
1,"1959","1959","BOS",126,"NYK",129,0,1,0
1,"1959","1959","DET",119,"PHW",117,1,0,0
1,"1959","1959","SYR",111,"STL",113,0,1,0
1,"1959","1959","NYK",111,"SYR",98,0,0,1
1,"1959","1959","PHW",106,"STL",95,1,0,0
1,"1959","1959","SYR",122,"DET",103,0,0,1
1,"1959","1959","BOS",122,"STL",95,1,0,0
1,"1959","1959","NYK",116,"BOS",124,0,1,0
1,"1959","1959","MNL",109,"PHW",97,1,0,0
1,"1959","1959","BOS",136,"CIN",117,1,0,0
1,"1959","1959","SYR",113,"NYK",104,1,0,0
1,"1959","1959","DET",103,"MNL",115,0,1,0
1,"1959","1959","STL",100,"PHW",93,1,0,0
1,"1959","1959","MNL",128,"NYK",122,1,0,0
1,"1959","1959","PHW",121,"BOS",113,1,0,0
1,"1959","1959","DET",122,"CIN",97,0,0,1
1,"1959","1959","STL",99,"SYR",94,0,0,1
1,"1959","1959","MNL",118,"CIN",100,0,0,1
1,"1959","1959","BOS",120,"PHW",118,1,0,0
1,"1959","1959","SYR",114,"DET",118,0,1,0
1,"1959","1959","MNL",106,"CIN",105,0,0,1
1,"1959","1959","CIN",119,"MNL",114,0,0,1
1,"1959","1959","STL",106,"NYK",105,1,0,0
1,"1959","1959","DET",96,"NYK",90,1,0,0
1,"1959","1959","BOS",124,"SYR",121,1,0,0
1,"1959","1959","STL",139,"MNL",96,1,0,0
1,"1959","1959","PHW",106,"CIN",94,0,0,1
1,"1959","1959","SYR",121,"PHW",101,1,0,0
1,"1959","1959","MNL",109,"STL",98,1,0,0
1,"1959","1959","NYK",124,"CIN",97,1,0,0
1,"1959","1959","BOS",120,"DET",94,1,0,0
1,"1959","1959","NYK",112,"STL",93,1,0,0
1,"1959","1959","DET",90,"MNL",97,0,1,0
1,"1959","1959","BOS",95,"PHW",84,0,0,1
1,"1959","1959","CIN",116,"NYK",118,0,1,0
1,"1959","1959","MNL",105,"DET",95,1,0,0
1,"1959","1959","SYR",113,"BOS",105,1,0,0
1,"1959","1959","DET",106,"BOS",111,0,1,0
1,"1959","1959","MNL",116,"NYK",106,0,0,1
1,"1959","1959","STL",121,"CIN",120,1,0,0
1,"1959","1959","PHW",113,"SYR",112,1,0,0
1,"1959","1959","DET",114,"NYK",101,0,0,1
